site_code,timestamp_local,nh4_uM,no3_uM,po4_uM,tdn_uM,tdp_uM,spec_cond_uSpercm,tpc_uM,tpn_uM,tpp_uM
BC02,2009-12-11T22:00:00Z,0.1,288.5,4.7,382.1,4.5,1235,NA,NA,NA
BC02,2009-03-04T13:50:00Z,13.9,404.5,3.6,468.5,2.5,869,NA,NA,NA
GV01,2006-03-08T09:19:00Z,0.9,12.8,0.6,17.3,0.7,1245,NA,NA,NA
AB00,2001-03-05T07:15:00Z,2,76.7,11.5,112.5,7,328,8045.8,838.4,571.7
AB00,2008-02-23T21:00:00Z,0.3,27.1,1.3,58.4,1.7,NA,NA,NA,NA
RG01,2005-02-19T05:00:00Z,2.9,85.7,5.2,130.3,3.8,477,NA,NA,82.8
BC02,2008-01-27T00:04:00Z,1.1,209.2,8.7,239.5,8.3,570,NA,NA,NA
GV01,2006-03-06T17:18:00Z,0.1,3.2,0.9,19.6,0.8,1300,NA,NA,NA
RG01,2003-12-25T11:30:00Z,2.4,47.6,3.2,81.6,4.3,777,NA,NA,NA
MC00,2005-01-09T04:30:00Z,0.9,78.1,9.2,102.3,6.4,210,3609.4,249.2,38.2
MC00,2006-04-14T11:28:00Z,6.4,28.8,2.6,56,4.8,420,NA,NA,NA
RG01,2005-11-02T08:36:00Z,0.5,125.6,0.6,126.7,0.8,2068,NA,NA,NA
RS02,2005-01-28T14:14:00Z,0.2,6.5,1.8,9.9,0.2,581,NA,NA,NA
GV01,2005-02-21T04:05:00Z,0.5,44.4,34.9,78.4,36.6,405,10667.7,709.5,5445.2
RG01,2007-04-20T06:00:00Z,5.8,59.4,3.8,137.2,3.7,662,NA,NA,NA
MC00,2006-02-19T03:50:00Z,0.5,32.7,0.9,90.5,5.5,145,NA,NA,NA
MC00,2008-02-24T03:00:00Z,0.6,16,2.9,38.5,3.3,NA,NA,NA,NA
HO00,2004-11-18T13:35:00Z,0.5,3.6,2.3,9,2.4,1215,6.6,0.6,NA
ON02,2005-01-05T19:05:00Z,3.3,362.4,2.5,371.6,0.1,862,NA,NA,NA
AB00,2009-04-07T20:50:00Z,0.5,12.9,0.7,79.3,1,1472,NA,NA,NA
RG01,2008-12-16T16:40:00Z,0.3,42.9,0.2,72.6,1.4,1037,NA,NA,NA
AB00,2001-11-12T09:15:00Z,21.5,87,10.4,136.8,5.6,NA,72.4,8.9,3.7
RS02,2009-12-07T23:00:00Z,46.9,127,5.8,284.6,7.4,809,NA,NA,NA
AT07,2003-12-07T11:41:00Z,0.4,51.8,18.2,80.6,4.7,NA,NA,NA,NA
AB00,2002-12-16T13:47:00Z,4,103.1,27.6,143,27.3,293,8091.1,1015.8,589.7
RG01,2009-02-16T04:54:00Z,0.4,20.1,1.3,46.7,1.3,817,NA,NA,NA
MC00,2004-10-26T12:25:00Z,26.3,78.5,11.7,166.1,9.1,810,1249,54.1,7
RG01,2006-04-19T13:57:00Z,0.6,90.2,0.2,89.1,0.4,1110,NA,NA,NA
GV01,2005-12-04T18:10:00Z,0.3,2.4,0.5,14.5,1.1,1426,NA,NA,NA
ON02,2005-11-11T09:25:00Z,1.8,7.1,0.8,20.8,0.6,990,NA,NA,NA
AB00,2005-02-19T08:20:00Z,1,51.9,16.5,87.5,5.8,455,NA,NA,NA
TO02,2006-02-19T20:15:00Z,0.9,638.7,0.2,528.2,0.4,1413,NA,NA,NA
RS02,2004-12-30T09:57:00Z,0.1,74.6,1.6,72.7,0.5,465,NA,NA,NA
AB00,2009-10-14T06:50:00Z,5.2,83.5,13.8,204.3,12.7,448,NA,NA,NA
AB00,2011-03-25T00:00:00Z,1.7,53.4,1.6,106.8,2.9,718,NA,NA,NA
AB00,2005-02-21T13:07:00Z,0.7,98,9.5,136.5,8.4,426,NA,NA,NA
MC00,2008-02-23T22:00:00Z,0.6,16.2,2.6,51.6,3.1,NA,NA,NA,NA
ON02,2005-03-22T12:04:00Z,0.7,45.4,6.5,64.7,2.8,220,19121.5,2555,1049.5
MC06,2009-12-11T11:00:00Z,10.6,69.2,6.4,138.7,6.4,975,NA,NA,NA
AT07,2005-01-09T15:54:00Z,0.5,193.5,12.8,127.9,18.4,409,NA,NA,NA
RS02,2009-12-08T11:00:00Z,3,38.8,2,82.9,2.8,870,NA,NA,NA
AB00,2003-03-19T10:28:00Z,9.3,90.2,3.5,138.1,2.7,1851,10.7,1.5,1.2
MC00,2008-02-23T19:00:00Z,0.6,32.7,1.1,62,1.8,NA,NA,NA,NA
AB00,2005-01-09T08:08:00Z,1.5,86.4,27.7,105.4,21.6,310,NA,NA,NA
MC00,2005-05-05T15:25:00Z,5.6,37.8,5.2,66.5,4,311,314.1,26.9,2.4
BC02,2008-01-27T01:55:00Z,0.9,157,7,193.3,8.1,311,NA,NA,NA
GV01,2005-02-18T18:58:00Z,0.2,31.3,3.7,56.5,2,1104,191.3,16.6,21.4
AB00,2009-02-05T17:45:00Z,0.9,26.7,3.8,55.6,5.5,325,NA,NA,NA
ON02,2008-01-27T15:06:00Z,0.5,216.6,0.9,248.2,0.9,448,NA,NA,NA
AB00,2008-01-06T03:09:00Z,0.3,169.8,4.1,241.1,2.3,382,NA,NA,NA
AB00,2003-11-09T12:24:00Z,8.5,44.1,7.2,99.2,8.1,613,NA,NA,NA
BC02,2006-03-17T16:15:00Z,0.7,586.3,1,696.5,0.9,1570,NA,NA,NA
AB00,2008-11-04T15:50:00Z,9.3,32.9,4.9,80,4.4,283,NA,NA,NA
ON02,2008-01-06T00:25:00Z,0.5,309.6,1.5,339.7,1.1,365,NA,NA,NA
BC02,2007-01-27T20:32:00Z,0.3,1245,4.2,1360.7,3.6,1496,NA,NA,NA
MC00,2006-04-03T23:50:00Z,3.2,43.2,9.7,88,11.3,219,NA,NA,NA
BC02,2004-12-27T15:45:00Z,0.7,886,10.2,916.9,7.2,1762,NA,NA,NA
RS02,2010-01-20T20:10:00Z,16.9,374,2.9,456.5,4.5,347,NA,NA,NA
RG01,2009-12-13T00:25:00Z,1.5,105.7,1.9,176.3,1.9,2584,NA,NA,NA
ON02,2005-12-02T06:51:00Z,0.1,1.3,1.3,13,1.2,1016,NA,NA,NA
MC00,2002-01-27T10:00:00Z,12.1,141.7,1.8,253.3,6.3,NA,1299.5,72.1,5.8
RG01,2005-07-27T14:28:00Z,0.5,153.7,0.4,156.2,0.4,1919,NA,NA,NA
SP02,2009-03-04T12:25:00Z,13.8,130,9,192.9,7.1,641,NA,NA,NA
ON02,2006-04-07T11:00:00Z,0.2,93.5,0.5,92.8,1,681,NA,NA,NA
ON02,2005-02-16T08:01:00Z,0.2,169.6,1.3,189.5,0.9,471,1854,205.6,20.7
BC02,2006-02-28T07:15:00Z,0.6,227.7,2.8,292.1,3,615,NA,NA,NA
ON02,2005-01-04T04:48:00Z,8.1,425.2,2.8,432.3,0.1,679,NA,NA,NA
ON02,2006-03-11T09:00:00Z,1.1,19.2,0.4,39.5,3,887,NA,NA,NA
MC00,2003-12-23T12:38:00Z,0.2,62.3,7.1,118.7,9.3,167,NA,NA,NA
RS02,2005-02-21T09:50:00Z,0.1,51.3,1.9,68,0.5,169,NA,NA,NA
DV01,2004-10-18T14:00:00Z,29.1,111.7,10.5,264.5,14.3,1878,NA,NA,NA
GV01,2005-01-03T08:58:00Z,0.3,89.7,18.1,131,5.9,563,4148.5,335.7,601
AT07,2006-04-06T06:41:00Z,1.4,96,7.1,147.3,9.7,1768,NA,NA,NA
BC02,2006-10-17T14:01:00Z,0.8,1628.4,0.9,1561.8,1.4,1295,NA,NA,NA
RG01,2006-08-09T10:02:00Z,1,67.5,0.2,98.5,0.3,2468,NA,NA,NA
DV01,2004-02-25T21:47:00Z,17.2,51.7,20.3,111.8,20.9,175,NA,NA,NA
SP02,2012-03-25T05:00:00Z,3.1,56.6,4.5,76.9,3.6,652,NA,NA,NA
MC00,2005-01-28T07:30:00Z,0.2,61.6,3.7,106.4,3.6,639,NA,NA,1.8
AB00,2001-02-23T08:20:00Z,0.9,39.6,2.2,67.5,2.6,930,1305.7,170,117.9
RG01,2009-02-16T02:54:00Z,0.5,20.3,1.7,46.8,1.2,1089,NA,NA,NA
GV01,2003-10-31T14:56:00Z,0.4,20.8,1.5,83.3,1.7,1500,NA,NA,NA
AB00,2009-02-08T06:44:00Z,7.4,38.1,6.3,70.5,4.7,1056,NA,NA,NA
RS02,2006-04-03T13:09:00Z,1,1.2,0.9,12,1.2,520,NA,NA,NA
GV01,2009-02-06T07:00:00Z,0.6,1.4,0.8,19.6,1.1,1263,NA,NA,NA
AB00,2003-03-15T05:41:00Z,0.1,26.6,21.7,64.7,17.7,260,3769.9,422.1,345.5
GV01,2004-02-02T17:58:00Z,0.5,11.3,1.6,21.4,2.2,1217,NA,NA,NA
RS02,2004-11-23T16:02:00Z,1.2,21.3,2.5,23.2,2.9,946,NA,NA,NA
GV01,2006-02-28T15:13:00Z,0.3,44,1.4,49.3,1.7,1066,NA,NA,NA
RG01,2008-01-29T10:20:00Z,0.5,197.1,1,256.3,1.3,600,NA,NA,NA
AB00,2009-12-12T00:45:00Z,20,111,7.9,170.2,9.4,576,NA,NA,NA
DV01,2007-02-28T08:45:00Z,7.9,15.6,19.1,177.9,22.5,NA,NA,NA,NA
MC00,2003-12-25T15:40:00Z,2.7,47.7,10.5,87.6,9.9,173,NA,NA,NA
MC00,2005-11-10T01:19:00Z,0.5,86.9,6,114.9,6.3,689,NA,NA,NA
BC02,2005-01-08T00:00:00Z,0.4,194.3,4.7,210.2,0.6,455,NA,NA,NA
MC00,2011-02-20T07:56:00Z,0.8,37.3,4.4,85.1,5.7,885,NA,NA,NA
GV01,2004-02-17T16:32:00Z,0.1,0.2,1.1,11.3,2.7,1439,NA,NA,NA
RS02,2005-03-18T13:55:00Z,0.1,3.1,0.2,7.4,0.1,547,NA,NA,NA
AB00,2009-02-16T03:55:00Z,0.1,49.2,2.7,69.9,2.2,863,NA,NA,NA
AB00,2001-11-29T06:45:00Z,13.2,75.9,12.5,129.9,6.9,NA,1273.8,130,98.3
MC00,2006-02-18T15:38:00Z,0.8,86.6,1.8,146,5,586,NA,NA,NA
RG01,2009-02-16T19:55:00Z,0.6,78.7,1.8,102.6,1.6,623,NA,NA,NA
RG01,2012-02-07T10:00:00Z,1.6,67.4,1.3,166.8,1.7,847,NA,NA,NA
MC00,2009-03-04T18:45:00Z,1.6,22.7,3.2,56,1.1,440,NA,NA,NA
AB00,2009-12-07T08:30:00Z,46.7,55.7,3.3,226.1,5.4,733,NA,NA,NA
AT07,2005-02-24T17:06:00Z,0.1,79.8,9.9,136,5.7,1493,NA,NA,NA
AB00,2009-12-12T13:45:00Z,0.2,51.3,2,167.7,5.7,586,NA,NA,NA
BC02,2009-02-17T21:35:00Z,34.2,353.8,2.9,517.5,1.9,767,NA,NA,NA
SP02,2009-12-11T20:25:00Z,0.2,34.6,2.5,66.3,4.8,892,NA,NA,NA
AB00,2002-12-20T08:03:00Z,1.3,293.3,10,360.8,16,731,1482.1,113.9,51.7
RS02,2005-02-19T02:10:00Z,0.2,2.8,1.8,6.8,0.5,555,NA,NA,NA
AT07,2006-03-28T09:36:00Z,6.5,25.9,3.6,61.1,4,393,NA,NA,NA
MC00,2005-01-03T04:42:00Z,0.9,76.5,8,100.9,6.9,235,789.7,42.2,13
AB00,2002-06-04T12:38:00Z,2.6,39.1,1.2,84.9,4.3,NA,11.7,1.5,0.4
MC00,2009-02-06T00:10:00Z,2.4,37.6,4.2,62.8,4.8,273,NA,NA,NA
BC02,2007-01-27T13:19:00Z,0.1,633,5.5,725.9,6.3,1905,NA,NA,NA
AB00,2004-12-27T13:20:00Z,5.7,41.7,2.5,78.8,1.2,291,NA,NA,NA
AB00,2009-02-08T11:44:00Z,6.1,39.7,5.2,74.4,4.5,1194,NA,NA,NA
SP02,2010-02-05T06:25:00Z,1.9,71.2,7.8,100.7,5.4,273,NA,NA,NA
AB00,2001-02-24T09:00:00Z,14.4,49.1,1.6,75.7,2.8,1490,91.2,9.8,2.2
RG01,2007-02-22T12:55:00Z,0.5,197,20.1,250.9,7.3,967,NA,NA,NA
SP02,2007-07-17T09:45:00Z,4.2,45.1,9.4,73.1,8,NA,NA,NA,NA
RS02,2004-09-13T17:11:00Z,0.5,NA,2.7,9.9,4.7,1002,NA,NA,NA
BC02,2006-01-14T16:31:00Z,0.1,1289.3,1.7,1226.1,2,1970,NA,NA,NA
MC00,2006-04-14T14:41:00Z,3.7,22.6,6,44.3,8.3,327,NA,NA,NA
MC00,2002-11-10T17:43:00Z,3.2,168.2,7.9,273.3,11.6,1032,28.3,3.1,0.3
GV01,2005-01-03T02:28:00Z,0.6,48.1,46.1,91.8,12.8,433,15388.6,1556.6,2275.3
ON02,2005-04-28T15:00:00Z,0.1,84.3,0.7,88.3,0.1,875,NA,NA,NA
MC00,2007-01-10T12:53:00Z,0.3,61.9,1.2,87.6,0.7,NA,NA,NA,NA
MC00,2002-05-06T16:15:00Z,4.5,36.8,2.1,67,1.5,NA,15.5,1.8,0.1
AT07,2004-12-28T14:47:00Z,1,81.2,10.8,115.7,8.3,371,NA,NA,NA
ON02,2004-12-27T15:00:00Z,20.1,471.5,0.8,525.5,4.5,377,25807.1,2409.7,528.8
MC00,2002-02-17T03:09:00Z,0.2,94.8,1.8,302.6,9.7,NA,1376.1,134.9,10.5
RG01,2008-01-08T00:35:00Z,2.2,272.7,3.3,361.7,3.7,777,NA,NA,NA
MC00,2005-01-09T10:28:00Z,0.3,62.5,8.4,83.7,7.7,192,2112.4,170.6,42
AB00,2002-11-08T23:20:00Z,1.7,132.3,26.6,283.9,42.4,531,698.6,86.8,49.7
RS02,2006-04-03T18:17:00Z,1.3,16.5,1.1,40,1.2,399,NA,NA,NA
SP02,2012-03-25T17:00:00Z,0.2,129.7,5.8,160.8,3.5,734,NA,NA,NA
AB00,2005-01-09T10:14:00Z,1.3,96.4,33.3,122.6,26.7,371,NA,NA,NA
GV01,2005-02-23T15:15:00Z,1,87.7,10.5,111.9,3.1,750,NA,NA,NA
MC00,2005-02-17T22:32:00Z,0.1,34.3,1.7,56.8,1.6,602,NA,NA,0.7
BC02,2008-01-27T12:30:00Z,0.9,213.2,6.6,233.3,6.6,344,NA,NA,NA
GV01,2003-11-01T21:44:00Z,0.1,3.9,2.2,29.7,3,1456,NA,NA,NA
ON02,2008-02-24T00:59:00Z,0.3,49.7,1.5,86.6,1.6,NA,NA,NA,NA
GV01,2005-01-09T12:05:00Z,0.6,67.4,33.8,95.3,35.2,412,19414,1908.8,3283.3
RG01,2004-12-28T17:18:00Z,0.7,173.8,1.2,226.3,2.1,397,448.3,37.2,6.2
RS02,2012-03-17T02:00:00Z,36.6,52.7,30.3,318.6,39.7,650,NA,NA,NA
RG01,2008-01-24T00:41:00Z,0.8,237.1,1.8,262.6,3,422,NA,NA,NA
RS02,2005-01-11T10:40:00Z,0.4,58.5,2,63.8,0.7,249,NA,NA,NA
ON02,2005-04-28T09:00:00Z,0.1,101.9,0.6,108.9,0.3,817,66,5.3,0.9
RG01,2003-05-03T09:24:00Z,0.2,215.9,1.8,215.5,2,1129,215.2,21,NA
MC00,2001-02-24T18:25:00Z,0.7,21.5,4,48.4,4.7,332,341.2,23.9,1.5
GV01,2004-12-08T15:12:00Z,6.1,11,3.2,38.2,3.8,1281,148,13.5,4.1
RG01,2004-02-26T01:20:00Z,0.1,151.3,4,203.5,3.3,420,NA,NA,NA
AT07,2005-01-09T22:17:00Z,0.3,93.2,13.9,128.3,13,504,NA,NA,NA
GV01,2003-05-02T17:45:00Z,0.6,0.2,2.2,11.8,2.2,1210,85.2,6,NA
RG01,2004-12-28T08:39:00Z,0.4,229.5,7.1,273.9,4.2,348,2918.5,269.6,91.9
GV01,2004-11-07T09:28:00Z,42.4,3.3,5.4,86.7,5.3,1450,254.1,50.3,5.2
MC00,2005-02-23T10:35:00Z,0.3,64,3.6,97.1,2.3,404,93.4,8.5,1.2
AT07,2005-04-13T08:04:00Z,0.9,84.5,5.5,112.1,4.7,2325,NA,NA,NA
RG01,2007-02-22T21:55:00Z,0.8,149.4,5,253.3,3.7,1405,NA,NA,NA
BC02,2008-01-27T15:15:00Z,0.7,213.8,3.2,258.1,3.6,380,NA,NA,NA
GV01,2006-03-07T09:19:00Z,0.1,3.1,0.8,18.5,0.9,1150,NA,NA,NA
ON02,2005-11-10T10:26:00Z,1.6,20.6,0.3,35.4,0.2,1005,NA,NA,NA
AT07,2003-03-02T11:50:00Z,0.2,46.2,5.4,79.5,5.6,1665,NA,NA,NA
BC02,2004-10-26T12:30:00Z,9.9,20.4,4.8,61,5.4,NA,NA,NA,NA
BC02,2006-04-05T04:15:00Z,2.7,151.4,2.4,185.3,3.4,480,NA,NA,NA
GV01,2009-02-08T00:55:00Z,1.8,6.3,1.2,34.4,2.2,1090,NA,NA,NA
RS02,2008-01-28T00:03:00Z,0.2,108.9,0.4,126.1,0.7,237,NA,NA,NA
RG01,2005-02-23T11:43:00Z,0.4,137.6,3.6,155.6,1.6,500,NA,NA,NA
MC06,2012-03-24T18:00:00Z,0.4,11.8,0.2,17.7,0.6,1191,NA,NA,NA
ON02,2004-10-20T12:04:00Z,122,47.3,15.9,416.9,16.3,805,560244.8,33388.2,2735
GV01,2009-02-06T15:00:00Z,2.6,0.4,1.3,12.3,0.8,1469,NA,NA,NA
BC02,2009-12-12T01:00:00Z,0.5,239.4,5.4,428.9,7.2,940,NA,NA,NA
MC00,2003-04-13T09:00:00Z,0.1,48.6,3.4,142.2,8.2,262,383,42.6,NA
AB00,2003-11-09T19:45:00Z,7.6,48,6.1,96.5,6.4,945,NA,NA,NA
ON02,2008-02-23T22:59:00Z,0.5,23.6,1.5,50.2,1.9,NA,NA,NA,NA
GV01,2006-04-04T11:00:00Z,2.8,44.8,7.4,80.8,6.5,437,NA,NA,NA
AB00,2005-01-11T03:50:00Z,0.2,112.4,9.8,131.7,2.4,477,NA,NA,NA
DV01,2006-03-28T12:30:00Z,3,35,8.5,91.5,11.3,587,NA,NA,NA
RS02,2005-01-11T06:56:00Z,0.3,54.1,1.8,60.7,0.7,216,NA,NA,NA
AT07,2007-01-27T10:55:00Z,2.5,107.3,11.9,172.8,9.6,218,NA,NA,NA
AB00,2010-02-01T01:15:00Z,23.5,76.8,4.2,139,3.8,887,NA,NA,NA
BC02,2006-04-04T10:00:00Z,1.3,146.1,5.1,187.3,6.8,407,NA,NA,NA
MC00,2002-02-17T00:04:00Z,0.9,102.5,1,121,3,NA,27.6,3.3,0.2
SP02,2009-02-16T03:25:00Z,4.1,44.7,4.3,94.8,3,959,NA,NA,NA
AB00,2009-02-16T12:55:00Z,0.3,15.8,7.5,35.9,6.7,295,NA,NA,NA
MC00,2005-01-28T05:55:00Z,5.7,78.5,4.8,120.1,3.4,796,NA,NA,1.2
BC02,2009-05-06T12:00:00Z,2.8,816,1.8,946,1.3,2970,NA,NA,NA
ON02,2006-05-22T15:15:00Z,5.3,2.8,0.6,10.7,0.9,865,NA,NA,NA
ON02,2006-12-19T13:18:00Z,0.4,0.4,0.1,18.5,0.1,1515,NA,NA,NA
BC02,2010-04-11T20:00:00Z,3.8,30.1,4.2,85.3,5.3,622,NA,NA,NA
DV01,2005-01-19T17:49:00Z,12.2,248.2,6.4,328.1,2.8,4811,NA,NA,NA
RG01,2003-02-14T23:50:00Z,0.5,118.3,1.4,149.7,3.1,1556,20.2,1.8,0.5
MC00,2006-02-27T21:44:00Z,8.5,36.1,4.2,62.6,4.1,198,NA,NA,NA
RS02,2008-02-24T05:00:00Z,0.5,2.9,0.3,12.2,0.6,NA,NA,NA,NA
RS02,2009-12-13T20:55:00Z,2.7,317.8,2.7,406.8,2.1,714,546.9,47,NA
BC02,2008-01-23T09:30:00Z,1,259.2,12.4,329,14.8,563,NA,NA,NA
MC00,2004-12-27T16:30:00Z,9.3,45.7,4.8,85.2,7.3,117,1128.5,56.1,8.5
RS02,2004-02-02T17:10:00Z,0.4,7.5,2.2,22.5,2.7,752,NA,NA,NA
GV01,2002-11-08T09:41:00Z,3.8,12.8,2.7,276.6,30.9,1134,1107.7,135.8,36.1
RS02,2009-03-04T19:35:00Z,2.9,36.9,2.3,61.4,1.5,796,NA,NA,NA
RG01,2005-02-23T03:43:00Z,0.1,122.8,4.2,141.7,2,414,532.6,39.4,20.2
MC00,2008-12-04T13:35:00Z,1,23.8,2.9,43.3,3.3,1330,NA,NA,NA
HO00,2003-07-18T14:38:00Z,0.6,6.4,1.7,10.9,1.7,1128,3.2,0.3,NA
RG01,2008-12-16T19:39:00Z,1.7,50.7,0.7,92.6,2.5,2021,NA,NA,NA
AB00,2005-02-20T19:59:00Z,1.3,73.2,4.2,106,2.2,893,NA,NA,NA
AB00,2003-05-02T13:00:00Z,2,42.1,1,56.5,0.8,2132,337.6,51.5,NA
RG01,2012-04-25T14:00:00Z,0.6,58.5,1,68.6,0.6,1959,NA,NA,NA
AT07,2005-02-21T01:20:00Z,0.1,106.8,12,100,9.4,410,NA,NA,NA
RG01,2009-02-05T09:40:00Z,2.1,32.2,1.9,65.1,2.1,1316,NA,NA,NA
AT07,2007-06-11T15:07:00Z,1.2,0.8,1.2,44.8,3.3,1362,NA,NA,NA
ON02,2006-01-03T07:12:00Z,0.1,158,0.8,172.8,1.4,638,NA,NA,NA
GV01,2005-01-02T22:58:00Z,0.2,64.9,14.2,118.9,8.8,627,3678.8,279,421.9
AB00,2010-12-19T03:59:00Z,2.3,37.7,7.5,72.3,7.8,215,NA,NA,NA
ON02,2005-01-14T10:22:00Z,0.2,152.5,2.3,347.5,0.6,790,NA,NA,NA
AB00,2001-02-18T10:10:00Z,5.9,67.5,2.6,97.3,3.5,1509,101.6,14.8,11.7
MC00,2004-01-12T10:26:00Z,1.3,81.1,2.9,96.9,3.3,1451,NA,NA,NA
ON02,2008-02-24T04:59:00Z,0.7,68.5,0.9,108.2,1.6,NA,NA,NA,NA
MC00,2007-02-10T22:07:00Z,11.6,19.5,6.1,114,8.8,775,NA,NA,NA
AT07,2005-12-02T04:07:00Z,2,117.6,8.7,154.3,7.1,2036,NA,NA,NA
RS02,2010-01-22T11:00:00Z,2.6,380,1.6,493,3.3,409,NA,NA,NA
AB00,2009-03-04T04:30:00Z,10.1,19.2,1.5,63.2,0.3,883,NA,NA,NA
AT07,2006-02-27T19:54:00Z,8.5,31.3,6.2,61.6,6.3,213,NA,NA,NA
AT07,2006-04-01T11:51:00Z,1.2,26.3,3.4,50.9,4,924,NA,NA,NA
AB00,2008-01-05T23:01:00Z,0.5,163,3,218.7,5.1,906,NA,NA,NA
MC00,2006-02-28T00:52:00Z,4.1,68.1,11.1,102.4,11,228,NA,NA,NA
GV01,2006-05-21T22:22:00Z,0.1,6.9,2.2,22.3,3.1,911,NA,NA,NA
AB00,2009-02-18T22:00:00Z,15.5,92.2,8.6,81.6,3.9,1511,NA,NA,NA
RG01,2003-05-03T21:53:00Z,0.4,93,1.3,97,1.2,1044,50.7,5.4,NA
RG01,2005-01-07T02:01:00Z,0.4,178.8,3.1,199.3,1.1,971,NA,NA,NA
BC02,2007-01-29T12:50:00Z,0.3,987,5.2,1110.7,5,2310,NA,NA,NA
GV01,2006-03-02T01:14:00Z,0.1,13.1,0.5,19.1,0.4,1351,NA,NA,NA
RG01,2001-01-01T00:00:00Z,1.3,268.9,0.7,316,1.1,NA,NA,NA,NA
RS02,2005-02-15T10:12:00Z,0.1,0.7,1.5,5,0.1,618,NA,NA,NA
MC00,2004-10-22T07:31:00Z,2.6,72.2,6.7,120.9,5.2,1069,34.4,4.5,0.5
MC00,2009-03-04T04:45:00Z,14.5,25.6,4.5,70,5.6,149,NA,NA,NA
GV01,2004-11-22T16:12:00Z,3.2,7.6,2.7,31.8,3.1,1525,38.8,7.5,1.5
GV01,2003-12-10T10:05:00Z,0.1,2.2,1.1,10.8,1.1,1721,NA,NA,NA
ON02,2005-04-28T02:00:00Z,3,88.1,1.2,102.6,0.4,818,6341.2,933.5,183.5
AB00,2005-02-27T11:35:00Z,4.9,99.3,3.2,120.7,1.1,1236,NA,NA,NA
ON02,2004-12-28T11:24:00Z,23.9,590.9,0.6,576.7,2.8,469,20242.9,2516.2,671.1
AB00,2002-03-07T06:35:00Z,1.5,93.9,1.9,176.3,3.7,NA,120.6,12.5,2.3
MC00,2003-05-03T03:40:00Z,1.7,16.5,3.7,40.5,5.2,139,995.8,60.6,NA
MC00,2005-02-09T13:16:00Z,0.1,36,1.5,56.8,0.7,1043,NA,NA,0.1
MC00,2001-12-02T16:00:00Z,4.7,112.7,6.6,135.1,7.3,NA,327.1,19.3,1.5
BC02,2009-02-18T05:45:00Z,30.1,341.9,2.4,527,3.1,832,NA,NA,NA
AB00,2010-03-11T14:45:00Z,8.9,58.1,1.8,129.4,2.7,1455,NA,NA,NA
RG01,2007-01-29T07:21:00Z,0.2,114.2,2.2,185.5,1.9,1789,NA,NA,NA
GV01,2006-04-03T14:00:00Z,1.1,12.5,6.6,57,5.9,461,NA,NA,NA
MC00,2006-03-29T00:48:00Z,1.5,62.8,5.3,117.6,7.9,421,NA,NA,NA
HO00,2005-06-15T13:52:00Z,0.3,14.9,0.1,25.8,0.2,1155,6.8,0.7,NA
ON02,2005-10-17T10:15:00Z,2.8,NA,0.4,10.9,0.4,1099,NA,NA,NA
RS02,2008-01-24T22:13:00Z,0.4,100.9,0.6,135.4,2,277,NA,NA,NA
RG01,2008-11-26T07:55:00Z,0.3,39.8,4.3,69.3,1.7,478,NA,NA,NA
MC06,2012-03-25T08:00:00Z,1.4,24.4,4.9,51.9,5.1,504,NA,NA,NA
RG01,2005-03-25T21:02:00Z,0.1,194.6,0.6,196.5,0.4,980,NA,NA,NA
AB00,2011-03-24T04:00:00Z,0.4,88.4,NA,107.9,2.1,1066,NA,NA,NA
HO00,2007-02-14T13:05:00Z,0.1,0.5,0.2,24.9,0.2,1577,NA,NA,NA
MC00,2005-06-29T10:58:00Z,1.6,105.9,0.1,125.6,0.7,1508,NA,NA,NA
DV01,2003-11-12T01:35:00Z,66,69.7,13,224.1,14,1816,NA,NA,NA
AB00,2003-01-16T11:57:00Z,7.2,103.6,1.4,156,7.1,241,18.1,2.6,0.6
MC00,2002-03-06T14:15:00Z,1.3,82.6,1.3,111.8,2.8,NA,29,4.5,NA
BC02,2008-01-23T13:14:00Z,1.2,262.7,9.7,306.6,10.5,471,NA,NA,NA
MC00,2009-12-14T08:00:00Z,4.2,211.9,4.3,303.5,3.8,759,NA,NA,NA
HO00,2006-06-28T11:50:00Z,0.1,2,0.1,12.7,0.4,993,NA,NA,NA
BC02,2004-12-27T17:15:00Z,0.8,422.3,13.2,522.9,17.7,978,NA,NA,NA
AB00,2009-02-07T20:45:00Z,4.3,34.7,8.3,63.6,5.9,712,NA,NA,NA
MC00,2009-04-08T04:00:00Z,0.4,1.2,0.8,156.2,8.5,471,NA,NA,NA
RG01,2009-02-07T02:40:00Z,15.3,126.8,6.2,175.4,4.9,733,NA,NA,NA
ON02,2005-02-16T20:01:00Z,0.1,92.2,1,107.6,0.1,873,36.5,3.6,NA
ON02,2008-01-04T16:25:00Z,0.5,218.3,2.3,261.8,1.6,387,NA,NA,NA
GV01,2004-10-18T17:30:00Z,0.3,5.8,2.8,180,8.4,1590,498.4,47.3,6.6
AB00,2010-12-18T19:59:00Z,0.5,24.7,5.4,59.5,5.8,201,1561.5,133,NA
RG01,2003-04-13T19:37:00Z,0.3,195.1,1.5,215.8,2.7,1498,23.1,2.8,NA
RG01,2012-03-17T18:00:00Z,1,281.6,0.1,393.4,1.1,2519,NA,NA,NA
AB00,2001-02-19T14:00:00Z,4.8,30.1,13.3,71.9,14.7,346,2670.7,245.6,219
AB00,2004-12-27T17:25:00Z,0.7,49.2,5.8,87.7,10.7,248,NA,NA,NA
